sentence,difficulty 
"Le train, en son temps, était également craint. Brigitte Munier Les robots suscitent l'enthousiasme des Occidentaux, mais aussi leur angoisse: au lieu de les concevoir comme de simples outils ou, à la manière japonaise, tels d'amicaux auxiliaires, ils craignent des compétiteurs menaçant leur avenir.",C1
"Écoutant, en effet, les cris d'allégresse qui montaient de la ville, Rieux se souvenait que cette allégresse était toujours menacée.",C1
Vous mangeâtes des escargots et des langoustines servis dans un plat garnit de glace pillée afin de conserver le met prestigieux au frais.,C1
"Ensuite, nous sortions pour notre promenade au parc, où nous retrouvions quelques amis",C1
"Fort de ce succès, Roger Rougier a continué à développer cette approche amusante des apprentissages.",C1
"Malheureusement, seuls les milieux favorisés et plus éduqués sont capables de renverser cette tendance en prenant en compte cet aspect du problème dans leur vie quotidienne.",C1
L'immense majorité des langues serait-elle condamnée à disparaître à court terme ?,C1
"Si nous devenions tous uniformément monolingues, notre cerveau en serait affecté, au point de perdre une partie de notre créativité linguistique innée.",C1
"Elle va lutter contre les ""fake news"", ces ""fausses nouvelles"" qui troubleraient le jugement des honnêtes citoyens au point de les pousser dans les bras des affreux populistes, tels que le méchant Donald Trump ou les infâmes ""Brexiters"" d'outre-Manche.",C1
"Notamment, ils valorisent davantage la tolérance, l'ouverture aux autres, le métissage culturel, la solidarité et l'indépendance d'esprit.",C1
Cet essor est lié à la mise en place de mesures fiscales favorables aux parents.,C1
"Cette évaluation atteindrait aujourd'hui les 300 millions de personnes, dont 115 millions dans les pays en développement.",C1
Ces tanières se fondent dans la nature pour être quasiment invisibles.,C1
"Au fil de retours en arrière éclairant la vie passée de l'héroïne, l'écrivaine chronique par touches la disparition successive de plusieurs spécimens.",C1
"Quand le soleil eut fini de d'illuminer la step, la pluie arriva tel un torrent.",C1
"En parallèle, les romans et les films de science-fiction ont présenté des robots, comme les Transformers par exemple, aux pouvoirs surhumains.",C1
"Vous ouvrîtes la boîte à musique et découvrîtes un bijou, serti de pierres précieuses multicolors.",C1
Il eut une consolation.,C1
"Alors que nombre d'auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d'enfants ou de sévices infligés par des tueurs en série, une poignée d'entre eux s'efforce de combler quelques angles morts de la criminalité contemporaine.",C1
"Chaque printemps, la Quinzaine du commerce équitable est l'occasion de lancer de grandes campagnes de sensibilisation.",C1
"Il élabore des méthodes pour défendre la ville d'une attaque navale des Turcs avec, notamment, l'invention d'un scaphandre à casque rudimentaire.",C1
"L'ex-président de la République, Win Myint, déjà inculpé pour ne pas avoir respecté des restrictions liées au coronavirus, est désormais accusé d'avoir enfreint la Constitution, a indiqué à l'AFP l'avocat Khin Maung Zaw.",C1
"Le pays, qui pèse 17 % des émissions de GES, doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1
La décision finale sera prise lors de la prochaine conférence à Buenos Aires.,C1
"La sémantique du directeur de l'opéra, en fin de carrière, rejoint celle du sénateur (LR) Etienne Blanc, qui fustige la décision de l'exécutif écologiste, allié à la ""gauche unie"".",C1
"Pour ce faire, Ken Follett a offert l'intégralité des droits d'auteur de son récit ""Notre-Dame"", publié après l'incendie de Notre-Dame-de-Paris, le 15 avril 2019, à la Fondation du patrimoine (FDP).",C1
"Si l'individualisme repose sur le culte de chacun pour soi, l'individualisation correspond à une culture du choix, chacun affirmant son autonomie, sa capacité d'orienter son action sans être contrôlé ou contraint.",C1
"Dongo, ordinairement d'une avarice exécrable, vint à penser que ses ennemis pourraient bien triompher de la misère de sa soeur.",C1
"À l'extrémité de la digue on voyait s'élever, sur les dessins du fameux marquis Gagnola, une chapelle bâtie tout entière en blocs de granit énormes, et, dans la chapelle, Marchesi, le sculpteur à la mode de Milan, lui bâtissait un tombeau sur lequel des bas-reliefs nombreux devaient représenter les belles actions de ses ancêtres.",C1
"De délicieux petits beignets tendres et croustillants à la fois, une recette idéale pour voyager sous le soleil des tropiques",C1
Saul Goodman est un avocat véreux et peut être facilement trouvé dans les pages jaunes d'Albuquerque.,C1
"Ce triomphe, dont le marquis jouissait avec une insolence rare, ne dura que quelques mois, et fut suivi d'un revers humiliant.",C1
La police investit d'ailleurs chaque année des millions d'euros afin d'écouter électroniquement les conversations des suspects.,C1
"Parmi les acteurs du commerce équitable, il faut distinguer les organismes ""labellisateurs"", qui certifient des filières d'importation par produit, et les importateurs - grossistes, détaillants ou réseaux de boutiques, comme Artisans du monde -, qui ont leurs propres contacts avec les producteurs et s'autocontrôlent, faute de mieux.",C1
Les français sont attachés à leur pause dominicale.,C1
"Une cicatrice profonde partageait sa figure en deux, depuis les cheveux jusqu'au cou ; et l'affreuse mutilation lui donnait un aspect terrible.",C1
Vient le tour de sa soeur aînée plongée dans le 39e épisode d'une énième série américaine sur son smartphone.,C1
Son père se maria quatre fois et lui donna dix frères et deux soeurs légitimes venus après Léonard.,C1
Le caractère temporaire du remplacement pour cause d'acceptation de fonctions gouvernementales s'applique au dernier candidat devenu sénateur conformément à l'ordre de la liste.,C1
"Se sentant lésée, elle veut déposer une plainte contre la direction.",C1
"Le grand objet de ces expéditions nocturnes, que Fabrice commandait en chef, était d'aller visiter les lignes dormantes, avant que les pêcheurs eussent entendu l'avertissement donné par les petites clochettes.",C1
"Léonard de Vinci est employé comme architecte et ingénieur militaire par les Vénitiens, qui cherchent à protéger leur cité.",C1
"Selon les pronostics, de 50 à 90 % des langues parlées aujourd'hui mourront au cours de ce siècle.",C1
"Et pour cause: les seuls établissements non mixtes de l'Hexagone sont des institutions privées, même si elles ne représentent que 5% environ des écoles, collèges et lycées.",C1
"Devenus protocole et politesses rituelles, les mots d'amour glissaient sur la toile cirée de l'habitude.",C1
"A 50 ans, on est vieux pour l'entreprise, tranche la chasseuse de têtes Catherine Euvrard, sexa survitaminée.",C1
"Les rythmes de vie, les coutumes vestimentaires, les manières d'habiter, bref toutes les normes mondialisées de la vie quotidiennes, même si elles peuvent être localement battues en brèche, ont une histoire enracinée dans l'Occident.",C1
"Il s'offre les meilleurs guides, gravit les montagnes, s'épanouit",C1
"L'armée, qui conteste le résultat des élections de novembre remportées massivement par le parti d'Aung San Suu Kyi, a promis la tenue d'un nouveau scrutin.",C1
Le travail de doctorat porte sur le développement de méthodes génériques afin d'extraire des événements nouveaux et pertinents dans des données textuelles hétérogènes.,C1
"Elles établissent cinq catégories : se mettre au vert, se mettre à son compte, se consacrer aux autres, vivre sa passion, partir loin.",C1
"Sous un vieux dépotoir romain, quelques strates plus bas encore, des archéologues de l'Académie polonaise des sciences ont trouvé en 2011 des restes de petits animaux.",C1
Aucune décision russe n'est attendue avant l'élection présidentielle de mars.,C1
"Malgré la réticence du gouvernement italien, le gouvernement des États-Unis aurait de son côté manifesté son intérêt à connaître les démarches entreprises par les enquêteurs des 27 pays membres de l'Union européenne.",C1
"En effet, Monsieur Helmut Kohl donne priorité aux Allemands de l'Est.",C1
"Le 8 mars, à six heures du matin, le marquis, revêtu de ses insignes, se faisait dicter, par son fils aîné, le brouillon d'une troisième dépêche politique ; il s'occupait avec gravité à la transcrire de sa belle écriture soignée, sur du papier portant en filigrane l'effigie du souverain.",C1
"Il explora tout le rez-de-chaussée et découvrit un appentis, ou plutôt un petit hangar encombré de vieilles caisses et de deux carcasses de camionnettes.",C1
"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",C1
"Les galopins du village s'en faisaient un jeu, et leurs ébats avaient même tracé sur la pente du monticule un imperceptible sentier.",C1
"J'ai fait un aprèm chill, en mode lecture, chat et canapé.",C1
Vous êtes donc à la rédaction d'Inter spécialiste des questions environnementales et nous fêtons aujourd'hui les trente ans du Conservatoire du littoral.,C1
"Ici, tout est mêlé et accéléré , souligne la sociologue.",C1
"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen",C1
